placekey,Median_Household_Income,Total_Population,case_rate,raw_visit_counts
18.0,69816.0,60757.58620689655,662.54,1571.0
24.0,69727.0,72518.23076923077,592.99,2243.0
5.0,4322.0,107659.5,513.37,480.0
11.0,41057.0,79607.0625,635.4,1305.0
8.0,64819.0,70535.98113207547,458.56,1447.0
11.0,82057.0,45185.08571428571,572.22,1997.0
16.0,68909.0,41005.36956521739,610.45,768.0
15.0,66153.0,77169.14285714286,513.65,5931.0
11.0,21162.0,96045.88888888889,564.94,810.0
13.0,60650.0,42876.37777777778,610.48,1231.0
13.0,51370.0,58552.44736842105,612.41,855.0
28.0,9226.0,31536.85714285714,617.92,1992.0
19.0,32872.0,64702.77777777778,400.12,1121.0
10.0,32221.0,100087.96,545.67,288.0
12.0,26718.0,84755.125,609.09,1119.0
2.0,35492.0,83183.48387096774,538.11,968.0
5.0,24540.0,78490.91304347826,385.26,174.0
10.0,38141.0,88669.05882352941,621.72,723.0
4.0,34171.0,80542.72,547.71,12453.0
75.0,61363.0,133295.9024390244,301.79,4040.0
5.0,71180.0,64310.73846153846,356.0,211.0
11.0,74649.0,57845.55737704918,581.16,865.0
10.0,42031.0,90354.03125,302.21,336.0
7.0,82345.0,60267.811320754714,407.1,140.0
20.0,82736.0,51642.605633802814,506.56,7472.0
16.0,94959.0,54760.03389830508,590.17,13539.0
15.0,68203.0,92088.30645161291,574.69,4463.0
9.0,62788.0,78506.68,382.12,953.0
29.0,59967.0,84678.72340425532,367.87,4920.0
11.0,51407.0,40087.92592592593,465.07,1438.0
8.0,62557.0,59509.63829787234,326.62,1175.0
19.0,85989.0,64325.333333333336,633.52,1944.0
20.0,61859.0,143231.08771929826,212.57,8398.0
14.0,51653.0,83041.57777777778,322.84,416.0
10.0,40126.0,137000.0303030303,254.46,170.0
15.0,63319.0,83818.55102040817,445.97,836.0
19.0,77871.0,47046.39344262295,452.92,1901.0
15.0,86486.0,58089.367647058825,768.57,1021.0
21.0,73277.0,70766.49206349206,424.85,857.0
19.0,36327.0,103204.89743589744,578.57,974.0
14.0,75425.0,66015.01612903226,629.51,1108.0
18.0,39470.0,46717.5,769.38,1216.0
9.0,53140.0,70510.64864864865,307.75,249.0
14.0,94874.0,64148.88333333333,371.83,1072.0
9.0,42273.0,78106.15789473684,706.93,1383.0
19.0,76323.0,75235.328125,694.35,1710.0
15.0,77477.0,70015.62121212122,677.25,6723.0
15.0,33736.0,136902.25806451612,329.08,941.0
12.0,21575.0,77394.33333333333,719.94,666.0
20.0,73246.0,60004.142857142855,365.97,2253.0
20.0,83951.0,94128.4857142857,458.24,5733.0
26.0,75036.0,62939.32142857143,910.51,5344.0
19.0,97463.0,75830.06451612903,394.37,3914.0
13.0,47027.0,59593.61111111111,408.33,586.0
5.0,46716.0,114047.64864864865,298.79,283.0
10.0,13435.0,42096.42857142857,744.88,1709.0
9.0,51590.0,53591.27777777778,524.86,767.0
3.0,74069.0,51788.8125,478.11,856.0
6.0,21410.0,64562.07142857143,578.59,669.0
6.0,36810.0,86053.13793103448,570.84,387.0
2.0,37511.0,73282.22857142857,421.93,961.0
5.0,16785.0,91249.30769230769,556.57,1151.0
3.0,28470.0,90942.0,614.32,167.0
4.0,19014.0,108156.26666666666,458.52,635.0
4.0,5648.0,118327.4,400.87,365.0
2.0,33226.0,97608.5,462.34,356.0
4.0,34960.0,82511.6,451.9,230.0
7.0,35611.0,76582.89285714286,511.36,378.0
9.0,111344.0,60611.542372881355,553.59,1290.0
5.0,26783.0,65027.04347826087,585.83,377.0
2.0,23085.0,73432.64705882352,566.44,112.0
9.0,56265.0,66201.63888888889,530.63,1335.0
11.0,93231.0,60864.38181818182,617.53,3263.0
3.0,43278.0,80501.67647058824,734.41,187.0
14.0,72370.0,98009.8275862069,484.1,1182.0
11.0,77825.0,63700.27777777778,615.12,1244.0
5.0,40390.0,81934.33333333333,724.85,1000.0
3.0,37464.0,89611.79310344828,625.06,2089.0
13.0,101125.0,79379.91025641025,592.58,795.0
4.0,21058.0,108996.31578947368,397.6,204.0
3.0,37807.0,87762.52777777778,448.85,116.0
5.0,40347.0,94310.23529411765,446.69,1850.0
6.0,24619.0,93247.40909090909,687.63,910.0
3.0,17066.0,84208.92307692308,524.56,170.0
3.0,22157.0,71449.35294117648,651.77,304.0
8.0,30357.0,81522.1,892.36,716.0
2.0,40220.0,73318.26666666666,651.85,128.0
4.0,51430.0,81231.0,880.32,95.0
5.0,40887.0,91653.09677419355,779.76,460.0
2.0,37463.0,79799.19230769231,671.67,1164.0
4.0,28876.0,96399.95833333333,497.08,1130.0
1.0,29630.0,80662.5,571.64,151.0
5.0,20045.0,106387.27777777778,634.81,791.0
3.0,24476.0,90469.8947368421,572.69,1369.0
2.0,16255.0,79939.46666666666,651.21,235.0
6.0,24018.0,98215.52380952382,456.97,1544.0
8.0,62489.0,77103.19512195123,640.28,1666.0
8.0,36558.0,65523.68,490.12,693.0
5.0,58392.0,77623.56410256411,494.28,619.0
7.0,54583.0,75141.94117647059,623.13,539.0
4.0,20205.0,80756.4375,578.77,562.0
10.0,62765.0,64188.48484848485,562.4,799.0
10.0,21362.0,58847.3,456.51,804.0
4.0,12727.0,69190.42857142857,426.13,148.0
4.0,19826.0,101618.0,505.31,666.0
1041.0,24497.0,114473.8,282.47,34350.0
794.0,64237.0,50335.063829787236,408.91,20182.0
933.0,41607.0,140386.96875,300.12,18240.0
196.0,6278.0,188047.5,874.8,5863.0
134.0,6830.0,175644.0,228.38,3599.0
98.0,3260.0,200156.33333333334,236.56,2535.0
279.0,2149.0,243571.0,228.85,42626.0
428.0,49267.0,74524.23333333334,285.21,10510.0
456.0,25029.0,152838.0588235294,329.81,10730.0
793.0,37793.0,137434.125,301.53,17698.0
621.0,24644.0,116340.9,406.01,10077.0
866.0,14270.0,95838.72727272728,395.57,17176.0
557.0,24160.0,145088.13636363635,283.49,10870.0
805.0,37707.0,143567.0294117647,349.62,19701.0
542.0,11428.0,141507.5,301.03,12997.0
782.0,10184.0,146624.57142857142,245.96,16871.0
837.0,30875.0,118559.14814814815,291.8,32235.0
467.0,30798.0,145093.41666666666,207.08,17266.0
817.0,18458.0,157571.23529411765,226.57,20977.0
463.0,54108.0,142294.1219512195,218.51,19954.0
475.0,46506.0,143730.0606060606,236.25,16302.0
522.0,77550.0,109605.14285714286,271.77,15765.0
177.0,37874.0,73504.95238095238,318.12,7636.0
461.0,51255.0,78803.40625,347.03,14285.0
458.0,42322.0,159464.5625,259.66,11724.0
494.0,59201.0,51005.76315789474,406.52,19714.0
133.0,24836.0,59235.92857142857,327.98,5786.0
262.0,60524.0,59557.8,323.6,9894.0
272.0,54573.0,55634.54838709677,444.08,11962.0
289.0,46702.0,76533.74074074074,435.76,11322.0
209.0,40232.0,65039.083333333336,551.59,7446.0
264.0,33567.0,44390.608695652176,383.09,11323.0
722.0,23894.0,103623.4705882353,480.87,18419.0
107.0,21710.0,61325.066666666666,322.22,6158.0
339.0,18291.0,98528.66666666667,432.98,11052.0
118.0,26295.0,47037.92307692308,253.86,7463.0
202.0,45458.0,54731.0,489.01,7662.0
33.0,11358.0,114597.6,334.14,4273.0
523.0,24553.0,145586.30434782608,365.6,24216.0
22.0,9850.0,124464.0,381.89,1050.0
259.0,11449.0,134961.2,377.53,5775.0
405.0,44589.0,124173.5142857143,317.63,21959.0
31.0,10083.0,192102.75,299.59,1050.0
36.0,1783.0,89107.0,107.68,1353.0
28.0,37321.0,86778.41379310345,534.64,1983.0
4.0,14861.0,86501.81818181818,595.08,386.0
12.0,27604.0,82009.1875,641.2,730.0
11.0,30536.0,79201.77272727272,744.86,2086.0
25.0,37407.0,86598.125,697.68,3134.0
28.0,53623.0,92248.89743589744,755.58,6105.0
9.0,15794.0,108193.5,831.54,1358.0
14.0,27446.0,107681.75,630.43,11008.0
25.0,33011.0,109713.36842105263,765.04,5474.0
11.0,22444.0,88546.85,588.7,386.0
25.0,58347.0,104671.93939393939,684.65,3176.0
44.0,79078.0,96411.17647058824,642.0,5244.0
35.0,38865.0,37728.47826086957,517.24,2041.0
18.0,57045.0,33725.425,585.01,1181.0
15.0,62077.0,38982.61224489796,538.91,35568.0
8.0,28247.0,31837.571428571428,576.27,26239.0
15.0,33608.0,32120.821428571428,525.14,5270.0
17.0,86264.0,35585.236363636366,473.21,18484.0
20.0,61971.0,37627.17391304348,497.82,12569.0
20.0,74022.0,42246.166666666664,489.48,50383.0
15.0,39268.0,35939.206896551725,555.64,1250.0
18.0,47858.0,35597.97297297297,563.91,6401.0
16.0,49305.0,70092.60869565218,621.21,2919.0
18.0,69816.0,60757.58620689655,647.94,1442.0
22.0,69727.0,72518.23076923077,591.56,2330.0
5.0,4322.0,107659.5,396.7,518.0
11.0,41057.0,79607.0625,584.39,1156.0
9.0,64819.0,70535.98113207547,496.42,1632.0
11.0,82057.0,45185.08571428571,594.76,1846.0
16.0,68909.0,41005.36956521739,533.34,749.0
15.0,66153.0,77169.14285714286,385.58,6958.0
10.0,21162.0,96045.88888888889,400.17,819.0
14.0,60650.0,42876.37777777778,551.64,1370.0
13.0,51370.0,58552.44736842105,605.64,1124.0
28.0,9226.0,31536.85714285714,517.72,1758.0
17.0,32872.0,64702.77777777778,470.32,992.0
12.0,32221.0,100087.96,409.93,286.0
12.0,26718.0,84755.125,432.69,1079.0
2.0,35492.0,83183.48387096774,466.55,2548.0
4.0,24540.0,78490.91304347826,271.26,133.0
10.0,38141.0,88669.05882352941,472.51,654.0
4.0,34171.0,80542.72,384.73,3916.0
76.0,61363.0,133295.9024390244,309.82,4183.0
6.0,71180.0,64310.73846153846,334.18,211.0
13.0,74649.0,57845.55737704918,498.14,876.0
10.0,42031.0,90354.03125,297.8,381.0
6.0,82345.0,60267.811320754714,426.71,139.0
21.0,82736.0,51642.605633802814,495.33,20376.0
15.0,94959.0,54760.03389830508,583.89,6980.0
14.0,68203.0,92088.30645161291,531.74,4363.0
9.0,62788.0,78506.68,380.59,889.0
32.0,59967.0,84678.72340425532,335.41,5821.0
12.0,51407.0,40087.92592592593,455.61,1312.0
8.0,62557.0,59509.63829787234,374.61,1087.0
17.0,85989.0,64325.333333333336,638.91,1928.0
19.0,61859.0,143231.08771929826,284.38,8279.0
14.0,51653.0,83041.57777777778,317.37,393.0
10.0,40126.0,137000.0303030303,376.8,163.0
15.0,63319.0,83818.55102040817,508.14,667.0
18.0,77871.0,47046.39344262295,391.86,1294.0
17.0,86486.0,58089.367647058825,652.28,979.0
23.0,73277.0,70766.49206349206,400.29,794.0
19.0,36327.0,103204.89743589744,440.16,929.0
10.0,75425.0,66015.01612903226,700.69,1043.0
17.0,39470.0,46717.5,676.45,1226.0
9.0,53140.0,70510.64864864865,269.5,252.0
14.0,94874.0,64148.88333333333,426.27,987.0
10.0,42273.0,78106.15789473684,526.87,1302.0
19.0,76323.0,75235.328125,596.18,1544.0
14.0,77477.0,70015.62121212122,614.25,6191.0
17.0,33736.0,136902.25806451612,264.87,992.0
14.0,21575.0,77394.33333333333,568.57,685.0
19.0,73246.0,60004.142857142855,282.55,2116.0
22.0,83951.0,94128.4857142857,464.62,6328.0
25.0,75036.0,62939.32142857143,997.47,5576.0
19.0,97463.0,75830.06451612903,405.7,3435.0
13.0,47027.0,59593.61111111111,499.99,565.0
5.0,46716.0,114047.64864864865,253.97,280.0
11.0,13435.0,42096.42857142857,714.16,1561.0
9.0,51590.0,53591.27777777778,456.24,816.0
3.0,74069.0,51788.8125,569.41,813.0
6.0,21410.0,64562.07142857143,565.44,558.0
6.0,36810.0,86053.13793103448,485.6,406.0
2.0,37511.0,73282.22857142857,452.47,1159.0
5.0,16785.0,91249.30769230769,393.8,1065.0
3.0,28470.0,90942.0,424.72,193.0
4.0,19014.0,108156.26666666666,441.95,548.0
4.0,5648.0,118327.4,534.5,348.0
2.0,33226.0,97608.5,414.7,340.0
4.0,34960.0,82511.6,399.41,261.0
7.0,35611.0,76582.89285714286,467.11,316.0
10.0,111344.0,60611.542372881355,541.81,1251.0
5.0,26783.0,65027.04347826087,565.01,325.0
2.0,23085.0,73432.64705882352,462.59,109.0
8.0,56265.0,66201.63888888889,500.97,1223.0
9.0,93231.0,60864.38181818182,566.25,3382.0
3.0,43278.0,80501.67647058824,574.97,161.0
14.0,72370.0,98009.8275862069,399.91,1029.0
11.0,77825.0,63700.27777777778,554.44,1138.0
4.0,40390.0,81934.33333333333,583.75,1146.0
3.0,37464.0,89611.79310344828,616.87,2010.0
13.0,101125.0,79379.91025641025,549.15,782.0
4.0,21058.0,108996.31578947368,383.57,239.0
3.0,37807.0,87762.52777777778,427.85,154.0
5.0,40347.0,94310.23529411765,425.86,2238.0
6.0,24619.0,93247.40909090909,606.52,960.0
3.0,17066.0,84208.92307692308,566.95,143.0
3.0,22157.0,71449.35294117648,629.04,257.0
8.0,30357.0,81522.1,786.05,756.0
2.0,40220.0,73318.26666666666,534.78,112.0
4.0,51430.0,81231.0,738.07,119.0
5.0,40887.0,91653.09677419355,752.59,488.0
2.0,37463.0,79799.19230769231,699.13,1130.0
4.0,28876.0,96399.95833333333,441.51,989.0
1.0,29630.0,80662.5,578.06,153.0
5.0,20045.0,106387.27777777778,600.09,977.0
3.0,24476.0,90469.8947368421,627.84,1305.0
2.0,16255.0,79939.46666666666,489.75,209.0
6.0,24018.0,98215.52380952382,401.02,2024.0
8.0,62489.0,77103.19512195123,513.54,1859.0
8.0,36558.0,65523.68,416.19,641.0
5.0,58392.0,77623.56410256411,467.32,663.0
7.0,54583.0,75141.94117647059,558.08,711.0
4.0,20205.0,80756.4375,558.81,671.0
10.0,62765.0,64188.48484848485,513.04,648.0
10.0,21362.0,58847.3,475.53,792.0
4.0,12727.0,69190.42857142857,662.87,120.0
4.0,19826.0,101618.0,490.87,631.0
1022.0,24497.0,114473.8,333.18,33007.0
779.0,64237.0,50335.063829787236,477.94,19920.0
925.0,41607.0,140386.96875,316.8,18837.0
198.0,6278.0,188047.5,201.88,5347.0
142.0,6830.0,175644.0,216.96,3371.0
101.0,3260.0,200156.33333333334,413.98,2449.0
268.0,2149.0,243571.0,371.88,34238.0
427.0,49267.0,74524.23333333334,381.44,9825.0
454.0,25029.0,152838.0588235294,317.81,10053.0
780.0,37793.0,137434.125,247.26,17435.0
622.0,24644.0,116340.9,388.73,10061.0
859.0,14270.0,95838.72727272728,333.12,16229.0
541.0,24160.0,145088.13636363635,237.34,10668.0
792.0,37707.0,143567.0294117647,304.45,18109.0
532.0,11428.0,141507.5,281.81,11472.0
797.0,10184.0,146624.57142857142,339.25,15310.0
848.0,30875.0,118559.14814814815,321.67,29540.0
474.0,30798.0,145093.41666666666,252.86,16466.0
794.0,18458.0,157571.23529411765,275.11,20225.0
480.0,54108.0,142294.1219512195,234.69,18350.0
479.0,46506.0,143730.0606060606,236.25,15070.0
522.0,77550.0,109605.14285714286,311.07,14607.0
182.0,37874.0,73504.95238095238,310.36,23701.0
468.0,51255.0,78803.40625,421.17,13224.0
464.0,42322.0,159464.5625,268.1,11377.0
486.0,59201.0,51005.76315789474,407.8,17695.0
128.0,24836.0,59235.92857142857,375.81,5059.0
259.0,60524.0,59557.8,401.53,8784.0
268.0,54573.0,55634.54838709677,426.64,10914.0
289.0,46702.0,76533.74074074074,408.42,11329.0
205.0,40232.0,65039.083333333336,414.28,7077.0
261.0,33567.0,44390.608695652176,448.35,10635.0
718.0,23894.0,103623.4705882353,433.15,16364.0
107.0,21710.0,61325.066666666666,322.22,5610.0
330.0,18291.0,98528.66666666667,380.5,10716.0
112.0,26295.0,47037.92307692308,367.91,6734.0
200.0,45458.0,54731.0,550.42,6777.0
34.0,11358.0,114597.6,231.33,2184.0
526.0,24553.0,145586.30434782608,261.66,22805.0
23.0,9850.0,124464.0,318.24,1110.0
264.0,11449.0,134961.2,290.74,5704.0
403.0,44589.0,124173.5142857143,307.38,20839.0
32.0,10083.0,192102.75,213.99,963.0
35.0,1783.0,89107.0,107.68,1186.0
29.0,37321.0,86778.41379310345,503.79,1781.0
4.0,14861.0,86501.81818181818,697.86,403.0
12.0,27604.0,82009.1875,422.44,644.0
11.0,30536.0,79201.77272727272,637.43,2252.0
25.0,37407.0,86598.125,672.01,2953.0
25.0,53623.0,92248.89743589744,662.79,6071.0
9.0,15794.0,108193.5,576.71,1211.0
14.0,27446.0,107681.75,553.31,11439.0
24.0,33011.0,109713.36842105263,677.0,5133.0
10.0,22444.0,88546.85,533.24,328.0
25.0,58347.0,104671.93939393939,579.83,2989.0
44.0,79078.0,96411.17647058824,539.32,5071.0
34.0,38865.0,37728.47826086957,534.13,2153.0
18.0,57045.0,33725.425,541.13,1212.0
15.0,62077.0,38982.61224489796,517.3,14444.0
8.0,28247.0,31837.571428571428,600.06,6413.0
15.0,33608.0,32120.821428571428,477.4,2206.0
16.0,86264.0,35585.236363636366,441.02,45927.0
21.0,61971.0,37627.17391304348,535.8,20857.0
19.0,74022.0,42246.166666666664,534.2,27711.0
16.0,39268.0,35939.206896551725,595.33,1183.0
18.0,47858.0,35597.97297297297,524.84,6367.0
17.0,49305.0,70092.60869565218,586.58,2771.0
17.0,69816.0,60757.58620689655,622.71,1246.0
23.0,69727.0,72518.23076923077,577.28,2155.0
5.0,4322.0,107659.5,373.36,393.0
11.0,41057.0,79607.0625,558.88,1025.0
9.0,64819.0,70535.98113207547,503.43,1703.0
11.0,82057.0,45185.08571428571,624.15,1459.0
16.0,68909.0,41005.36956521739,615.59,681.0
15.0,66153.0,77169.14285714286,458.57,6625.0
10.0,21162.0,96045.88888888889,414.29,786.0
14.0,60650.0,42876.37777777778,519.28,1021.0
13.0,51370.0,58552.44736842105,561.66,875.0
28.0,9226.0,31536.85714285714,392.47,1759.0
19.0,32872.0,64702.77777777778,428.2,932.0
9.0,32221.0,100087.96,325.77,237.0
12.0,26718.0,84755.125,382.76,912.0
3.0,35492.0,83183.48387096774,409.3,3118.0
5.0,24540.0,78490.91304347826,420.65,134.0
10.0,38141.0,88669.05882352941,397.9,606.0
4.0,34171.0,80542.72,400.76,729.0
74.0,61363.0,133295.9024390244,295.37,3672.0
6.0,71180.0,64310.73846153846,375.1,193.0
11.0,74649.0,57845.55737704918,425.49,828.0
10.0,42031.0,90354.03125,375.01,309.0
5.0,82345.0,60267.811320754714,360.97,140.0
19.0,82736.0,51642.605633802814,478.48,20664.0
16.0,94959.0,54760.03389830508,574.48,5074.0
15.0,68203.0,92088.30645161291,534.7,4413.0
9.0,62788.0,78506.68,404.95,849.0
30.0,59967.0,84678.72340425532,318.69,7190.0
11.0,51407.0,40087.92592592593,528.61,1247.0
9.0,62557.0,59509.63829787234,379.25,1057.0
18.0,85989.0,64325.333333333336,558.1,1789.0
20.0,61859.0,143231.08771929826,209.7,8585.0
14.0,51653.0,83041.57777777778,328.32,347.0
10.0,40126.0,137000.0303030303,269.14,147.0
17.0,63319.0,83818.55102040817,424.35,559.0
17.0,77871.0,47046.39344262295,359.67,2149.0
17.0,86486.0,58089.367647058825,594.14,914.0
21.0,73277.0,70766.49206349206,412.57,759.0
19.0,36327.0,103204.89743589744,454.0,692.0
12.0,75425.0,66015.01612903226,504.35,873.0
16.0,39470.0,46717.5,693.74,1075.0
9.0,53140.0,70510.64864864865,328.62,240.0
15.0,94874.0,64148.88333333333,365.67,827.0
10.0,42273.0,78106.15789473684,411.27,1403.0
19.0,76323.0,75235.328125,550.69,1474.0
14.0,77477.0,70015.62121212122,564.75,4308.0
16.0,33736.0,136902.25806451612,251.49,962.0
12.0,21575.0,77394.33333333333,491.03,674.0
17.0,73246.0,60004.142857142855,308.11,1937.0
21.0,83951.0,94128.4857142857,397.64,6747.0
25.0,75036.0,62939.32142857143,893.89,5090.0
19.0,97463.0,75830.06451612903,320.23,3267.0
14.0,47027.0,59593.61111111111,464.58,581.0
5.0,46716.0,114047.64864864865,334.28,298.0
11.0,13435.0,42096.42857142857,406.99,1577.0
9.0,51590.0,53591.27777777778,461.81,764.0
3.0,74069.0,51788.8125,637.9,808.0
7.0,21410.0,64562.07142857143,653.11,524.0
6.0,36810.0,86053.13793103448,526.93,350.0
2.0,37511.0,73282.22857142857,557.95,1088.0
5.0,16785.0,91249.30769230769,462.05,963.0
3.0,28470.0,90942.0,398.17,157.0
4.0,19014.0,108156.26666666666,403.28,495.0
4.0,5648.0,118327.4,296.94,323.0
2.0,33226.0,97608.5,353.06,357.0
4.0,34960.0,82511.6,408.54,504.0
7.0,35611.0,76582.89285714286,383.52,288.0
9.0,111344.0,60611.542372881355,441.24,983.0
5.0,26783.0,65027.04347826087,621.51,259.0
2.0,23085.0,73432.64705882352,516.09,119.0
8.0,56265.0,66201.63888888889,589.95,1281.0
9.0,93231.0,60864.38181818182,478.97,3563.0
3.0,43278.0,80501.67647058824,463.84,158.0
14.0,72370.0,98009.8275862069,359.21,916.0
11.0,77825.0,63700.27777777778,567.53,998.0
4.0,40390.0,81934.33333333333,522.89,1220.0
3.0,37464.0,89611.79310344828,464.02,1685.0
13.0,101125.0,79379.91025641025,580.03,764.0
4.0,21058.0,108996.31578947368,252.59,198.0
3.0,37807.0,87762.52777777778,446.22,139.0
5.0,40347.0,94310.23529411765,303.19,2893.0
6.0,24619.0,93247.40909090909,536.0,895.0
3.0,17066.0,84208.92307692308,392.09,139.0
3.0,22157.0,71449.35294117648,591.14,233.0
8.0,30357.0,81522.1,599.2,774.0
2.0,40220.0,73318.26666666666,580.01,107.0
4.0,51430.0,81231.0,801.98,102.0
6.0,40887.0,91653.09677419355,723.32,379.0
2.0,37463.0,79799.19230769231,614.24,957.0
4.0,28876.0,96399.95833333333,453.86,772.0
2.0,29630.0,80662.5,545.95,136.0
5.0,20045.0,106387.27777777778,416.59,731.0
3.0,24476.0,90469.8947368421,483.61,1321.0
2.0,16255.0,79939.46666666666,570.48,200.0
6.0,24018.0,98215.52380952382,363.71,1872.0
8.0,62489.0,77103.19512195123,526.71,1681.0
8.0,36558.0,65523.68,325.83,600.0
5.0,58392.0,77623.56410256411,380.45,516.0
7.0,54583.0,75141.94117647059,530.69,552.0
4.0,20205.0,80756.4375,483.97,731.0
10.0,62765.0,64188.48484848485,426.29,651.0
10.0,21362.0,58847.3,447.0,703.0
4.0,12727.0,69190.42857142857,505.04,139.0
4.0,19826.0,101618.0,476.43,581.0
1042.0,24497.0,114473.8,311.45,37198.0
783.0,64237.0,50335.063829787236,392.98,18736.0
935.0,41607.0,140386.96875,444.63,19807.0
195.0,6278.0,188047.5,672.92,5554.0
143.0,6830.0,175644.0,411.09,3488.0
105.0,3260.0,200156.33333333334,354.84,2425.0
270.0,2149.0,243571.0,271.76,23528.0
439.0,49267.0,74524.23333333334,523.17,9934.0
459.0,25029.0,152838.0588235294,317.81,11024.0
794.0,37793.0,137434.125,275.4,16726.0
640.0,24644.0,116340.9,341.22,11217.0
856.0,14270.0,95838.72727272728,374.75,17168.0
542.0,24160.0,145088.13636363635,270.31,10406.0
813.0,37707.0,143567.0294117647,278.91,20012.0
522.0,11428.0,141507.5,403.5,12607.0
797.0,10184.0,146624.57142857142,381.66,15874.0
864.0,30875.0,118559.14814814815,323.97,33993.0
475.0,30798.0,145093.41666666666,222.34,17607.0
815.0,18458.0,157571.23529411765,258.93,22277.0
470.0,54108.0,142294.1219512195,226.6,21937.0
479.0,46506.0,143730.0606060606,220.84,13292.0
519.0,77550.0,109605.14285714286,326.35,15165.0
181.0,37874.0,73504.95238095238,393.13,11809.0
473.0,51255.0,78803.40625,343.88,13726.0
465.0,42322.0,159464.5625,261.77,11912.0
500.0,59201.0,51005.76315789474,429.53,18856.0
135.0,24836.0,59235.92857142857,372.4,4899.0
257.0,60524.0,59557.8,404.92,8674.0
280.0,54573.0,55634.54838709677,412.36,11992.0
280.0,46702.0,76533.74074074074,427.22,10165.0
202.0,40232.0,65039.083333333336,454.53,14117.0
260.0,33567.0,44390.608695652176,360.39,10363.0
725.0,23894.0,103623.4705882353,444.16,17060.0
109.0,21710.0,61325.066666666666,274.13,5795.0
337.0,18291.0,98528.66666666667,441.73,11823.0
116.0,26295.0,47037.92307692308,419.41,5523.0
199.0,45458.0,54731.0,448.07,6745.0
35.0,11358.0,114597.6,145.65,2507.0
534.0,24553.0,145586.30434782608,283.16,22002.0
24.0,9850.0,124464.0,302.33,1057.0
257.0,11449.0,134961.2,312.44,6037.0
422.0,44589.0,124173.5142857143,285.18,18717.0
29.0,10083.0,192102.75,256.79,1209.0
34.0,1783.0,89107.0,269.21,1318.0
29.0,37321.0,86778.41379310345,457.53,1903.0
4.0,14861.0,86501.81818181818,524.75,388.0
12.0,27604.0,82009.1875,441.3,627.0
11.0,30536.0,79201.77272727272,446.44,1637.0
25.0,37407.0,86598.125,450.34,2595.0
27.0,53623.0,92248.89743589744,528.34,4965.0
9.0,15794.0,108193.5,281.65,1234.0
14.0,27446.0,107681.75,456.06,7023.0
24.0,33011.0,109713.36842105263,500.92,5456.0
9.0,22444.0,88546.85,469.25,259.0
24.0,58347.0,104671.93939393939,412.76,2981.0
46.0,79078.0,96411.17647058824,471.23,5314.0
35.0,38865.0,37728.47826086957,504.57,2045.0
18.0,57045.0,33725.425,494.6,1182.0
16.0,62077.0,38982.61224489796,570.68,4514.0
8.0,28247.0,31837.571428571428,547.19,1732.0
15.0,33608.0,32120.821428571428,534.69,1795.0
16.0,86264.0,35585.236363636366,434.58,29693.0
19.0,61971.0,37627.17391304348,511.38,17371.0
19.0,74022.0,42246.166666666664,560.79,9936.0
18.0,39268.0,35939.206896551725,584.88,1201.0
18.0,47858.0,35597.97297297297,582.59,5275.0
16.0,49305.0,70092.60869565218,631.39,2952.0
18.0,69816.0,60757.58620689655,529.77,1347.0
22.0,69727.0,72518.23076923077,438.67,2166.0
5.0,4322.0,107659.5,373.36,424.0
11.0,41057.0,79607.0625,547.28,1040.0
9.0,64819.0,70535.98113207547,495.02,1274.0
11.0,82057.0,45185.08571428571,579.08,1835.0
16.0,68909.0,41005.36956521739,613.02,780.0
15.0,66153.0,77169.14285714286,385.58,4350.0
10.0,21162.0,96045.88888888889,357.8,632.0
15.0,60650.0,42876.37777777778,548.7,1375.0
14.0,51370.0,58552.44736842105,573.5,767.0
28.0,9226.0,31536.85714285714,592.87,1759.0
18.0,32872.0,64702.77777777778,379.06,894.0
10.0,32221.0,100087.96,385.5,255.0
12.0,26718.0,84755.125,439.34,1130.0
2.0,35492.0,83183.48387096774,463.69,1091.0
4.0,24540.0,78490.91304347826,338.09,132.0
10.0,38141.0,88669.05882352941,367.51,573.0
6.0,34171.0,80542.72,419.47,411.0
77.0,61363.0,133295.9024390244,300.19,3850.0
6.0,71180.0,64310.73846153846,336.91,179.0
12.0,74649.0,57845.55737704918,406.03,776.0
10.0,42031.0,90354.03125,282.36,422.0
5.0,82345.0,60267.811320754714,420.94,126.0
20.0,82736.0,51642.605633802814,563.84,7536.0
16.0,94959.0,54760.03389830508,562.97,7132.0
14.0,68203.0,92088.30645161291,426.58,3125.0
9.0,62788.0,78506.68,322.74,835.0
32.0,59967.0,84678.72340425532,360.98,3798.0
11.0,51407.0,40087.92592592593,486.7,1334.0
8.0,62557.0,59509.63829787234,397.83,1044.0
19.0,85989.0,64325.333333333336,509.62,1783.0
20.0,61859.0,143231.08771929826,185.28,6144.0
13.0,51653.0,83041.57777777778,310.08,434.0
11.0,40126.0,137000.0303030303,308.29,146.0
15.0,63319.0,83818.55102040817,413.54,714.0
17.0,77871.0,47046.39344262295,329.7,1081.0
17.0,86486.0,58089.367647058825,453.53,779.0
22.0,73277.0,70766.49206349206,429.76,788.0
19.0,36327.0,103204.89743589744,503.83,745.0
11.0,75425.0,66015.01612903226,569.38,872.0
18.0,39470.0,46717.5,674.29,998.0
9.0,53140.0,70510.64864864865,333.83,205.0
14.0,94874.0,64148.88333333333,365.67,1102.0
