placekey,Median_Household_Income,Total_Population,case_rate,raw_visit_counts
19.0,74022.0,42246.166666666664,19.34,22267.0
18.0,39268.0,35939.206896551725,25.07,1427.0
18.0,47858.0,35597.97297297297,35.67,15990.0
17.0,49305.0,70092.60869565218,24.44,3168.0
18.0,69816.0,60757.58620689655,25.23,1788.0
27.0,69727.0,72518.23076923077,24.29,2410.0
5.0,4322.0,107659.5,93.34,1332.0
11.0,41057.0,79607.0625,23.19,1246.0
9.0,64819.0,70535.98113207547,19.63,1419.0
11.0,82057.0,45185.08571428571,29.39,1693.0
15.0,68909.0,41005.36956521739,33.41,851.0
15.0,66153.0,77169.14285714286,12.39,22152.0
9.0,21162.0,96045.88888888889,23.54,670.0
15.0,60650.0,42876.37777777778,27.95,1463.0
12.0,51370.0,58552.44736842105,37.22,1021.0
28.0,9226.0,31536.85714285714,25.05,1693.0
18.0,32872.0,64702.77777777778,25.74,1018.0
10.0,32221.0,100087.96,67.87,335.0
12.0,26718.0,84755.125,46.6,1716.0
2.0,35492.0,83183.48387096774,51.52,1032.0
4.0,24540.0,78490.91304347826,39.31,245.0
10.0,38141.0,88669.05882352941,33.16,807.0
5.0,34171.0,80542.72,42.75,4212.0
80.0,61363.0,133295.9024390244,28.9,5733.0
6.0,71180.0,64310.73846153846,20.46,241.0
12.0,74649.0,57845.55737704918,10.38,1315.0
11.0,42031.0,90354.03125,26.47,360.0
8.0,82345.0,60267.811320754714,35.75,138.0
19.0,82736.0,51642.605633802814,37.07,8222.0
16.0,94959.0,54760.03389830508,40.81,11328.0
13.0,68203.0,92088.30645161291,31.1,4240.0
9.0,62788.0,78506.68,28.93,1245.0
32.0,59967.0,84678.72340425532,32.46,6788.0
11.0,51407.0,40087.92592592593,40.56,1376.0
8.0,62557.0,59509.63829787234,24.77,1257.0
18.0,85989.0,64325.333333333336,45.25,1946.0
18.0,61859.0,143231.08771929826,33.03,6159.0
13.0,51653.0,83041.57777777778,43.78,559.0
9.0,40126.0,137000.0303030303,58.72,213.0
15.0,63319.0,83818.55102040817,22.97,496.0
17.0,77871.0,47046.39344262295,15.54,14571.0
17.0,86486.0,58089.367647058825,12.69,1273.0
22.0,73277.0,70766.49206349206,46.66,767.0
19.0,36327.0,103204.89743589744,55.37,836.0
12.0,75425.0,66015.01612903226,29.45,843.0
18.0,39470.0,46717.5,38.9,2474.0
9.0,53140.0,70510.64864864865,29.56,316.0
14.0,94874.0,64148.88333333333,18.49,1736.0
9.0,42273.0,78106.15789473684,13.34,1942.0
17.0,76323.0,75235.328125,33.52,1952.0
15.0,77477.0,70015.62121212122,25.87,5364.0
18.0,33736.0,136902.25806451612,66.89,1133.0
13.0,21575.0,77394.33333333333,14.77,736.0
18.0,73246.0,60004.142857142855,36.33,2137.0
20.0,83951.0,94128.4857142857,25.52,7213.0
25.0,75036.0,62939.32142857143,42.2,6079.0
19.0,97463.0,75830.06451612903,31.92,4763.0
14.0,47027.0,59593.61111111111,54.17,854.0
6.0,46716.0,114047.64864864865,35.48,429.0
11.0,13435.0,42096.42857142857,38.4,1558.0
9.0,51590.0,53591.27777777778,12.98,2555.0
3.0,74069.0,51788.8125,30.44,1326.0
6.0,21410.0,64562.07142857143,13.15,733.0
6.0,36810.0,86053.13793103448,38.74,357.0
2.0,37511.0,73282.22857142857,30.53,593.0
5.0,16785.0,91249.30769230769,10.5,1004.0
3.0,28470.0,90942.0,22.75,692.0
4.0,19014.0,108156.26666666666,38.67,706.0
4.0,5648.0,118327.4,29.69,268.0
2.0,33226.0,97608.5,11.21,348.0
4.0,34960.0,82511.6,38.8,345.0
7.0,35611.0,76582.89285714286,29.5,636.0
9.0,111344.0,60611.542372881355,22.65,1681.0
5.0,26783.0,65027.04347826087,53.53,453.0
2.0,23085.0,73432.64705882352,22.03,121.0
8.0,56265.0,66201.63888888889,42.85,1493.0
10.0,93231.0,60864.38181818182,28.37,4107.0
3.0,43278.0,80501.67647058824,33.82,194.0
14.0,72370.0,98009.8275862069,28.06,1222.0
11.0,77825.0,63700.27777777778,20.23,1886.0
5.0,40390.0,81934.33333333333,30.43,939.0
3.0,37464.0,89611.79310344828,21.84,1660.0
13.0,101125.0,79379.91025641025,27.02,1051.0
4.0,21058.0,108996.31578947368,28.07,517.0
3.0,37807.0,87762.52777777778,34.12,215.0
5.0,40347.0,94310.23529411765,30.09,2025.0
6.0,24619.0,93247.40909090909,49.37,855.0
3.0,17066.0,84208.92307692308,26.49,169.0
3.0,22157.0,71449.35294117648,11.37,676.0
8.0,30357.0,81522.1,25.77,706.0
2.0,40220.0,73318.26666666666,21.28,93.0
5.0,51430.0,81231.0,20.62,117.0
5.0,40887.0,91653.09677419355,27.18,902.0
2.0,37463.0,79799.19230769231,24.97,1941.0
4.0,28876.0,96399.95833333333,30.87,1311.0
2.0,29630.0,80662.5,32.11,147.0
5.0,20045.0,106387.27777777778,34.72,974.0
3.0,24476.0,90469.8947368421,12.73,1565.0
2.0,16255.0,79939.46666666666,10.76,233.0
6.0,24018.0,98215.52380952382,24.87,1460.0
8.0,62489.0,77103.19512195123,21.4,1731.0
8.0,36558.0,65523.68,24.64,964.0
5.0,58392.0,77623.56410256411,34.45,765.0
7.0,54583.0,75141.94117647059,41.09,679.0
4.0,20205.0,80756.4375,44.9,724.0
10.0,62765.0,64188.48484848485,20.94,1472.0
10.0,21362.0,58847.3,23.78,1203.0
4.0,12727.0,69190.42857142857,0.0,189.0
4.0,19826.0,101618.0,9.62,1772.0
1075.0,24497.0,114473.8,108.64,52937.0
808.0,64237.0,50335.063829787236,58.42,29818.0
943.0,41607.0,140386.96875,61.14,26965.0
205.0,6278.0,188047.5,100.94,13027.0
143.0,6830.0,175644.0,148.45,4615.0
105.0,3260.0,200156.33333333334,0.0,4471.0
276.0,2149.0,243571.0,71.52,25800.0
434.0,49267.0,74524.23333333334,80.49,11359.0
462.0,25029.0,152838.0588235294,50.97,15688.0
789.0,37793.0,137434.125,102.52,23059.0
659.0,24644.0,116340.9,77.75,16043.0
892.0,14270.0,95838.72727272728,48.58,28865.0
575.0,24160.0,145088.13636363635,92.3,20319.0
820.0,37707.0,143567.0294117647,76.6,23765.0
574.0,11428.0,141507.5,76.86,21260.0
846.0,10184.0,146624.57142857142,169.63,31682.0
877.0,30875.0,118559.14814814815,151.65,69528.0
456.0,30798.0,145093.41666666666,67.57,16649.0
833.0,18458.0,157571.23529411765,48.55,25715.0
453.0,54108.0,142294.1219512195,51.79,38047.0
476.0,46506.0,143730.0606060606,35.95,23381.0
519.0,77550.0,109605.14285714286,51.3,16525.0
183.0,37874.0,73504.95238095238,77.59,11280.0
461.0,51255.0,78803.40625,61.52,16457.0
444.0,42322.0,159464.5625,27.44,13517.0
485.0,59201.0,51005.76315789474,40.91,21211.0
140.0,24836.0,59235.92857142857,71.75,5381.0
265.0,60524.0,59557.8,52.52,9020.0
275.0,54573.0,55634.54838709677,47.58,11506.0
294.0,46702.0,76533.74074074074,23.92,11994.0
211.0,40232.0,65039.083333333336,37.88,8420.0
257.0,33567.0,44390.608695652176,65.27,11517.0
759.0,23894.0,103623.4705882353,168.86,45386.0
109.0,21710.0,61325.066666666666,144.28,6524.0
342.0,18291.0,98528.66666666667,65.6,14986.0
113.0,26295.0,47037.92307692308,80.94,6370.0
206.0,45458.0,54731.0,11.37,7622.0
35.0,11358.0,114597.6,25.7,16375.0
509.0,24553.0,145586.30434782608,46.6,20802.0
23.0,9850.0,124464.0,63.65,927.0
254.0,11449.0,134961.2,73.77,5472.0
394.0,44589.0,124173.5142857143,30.74,11964.0
32.0,10083.0,192102.75,42.8,1704.0
36.0,1783.0,89107.0,35.89,3433.0
29.0,37321.0,86778.41379310345,41.13,2582.0
4.0,14861.0,86501.81818181818,27.05,459.0
12.0,27604.0,82009.1875,67.89,831.0
10.0,30536.0,79201.77272727272,69.23,2918.0
25.0,37407.0,86598.125,67.67,3702.0
27.0,53623.0,92248.89743589744,83.32,6992.0
9.0,15794.0,108193.5,93.88,2050.0
14.0,27446.0,107681.75,110.66,6423.0
23.0,33011.0,109713.36842105263,103.22,5912.0
9.0,22444.0,88546.85,46.93,398.0
24.0,58347.0,104671.93939393939,91.72,3486.0
43.0,79078.0,96411.17647058824,91.87,5961.0
37.0,38865.0,37728.47826086957,38.0,2342.0
18.0,57045.0,33725.425,49.19,1771.0
16.0,62077.0,38982.61224489796,36.86,24619.0
8.0,28247.0,31837.571428571428,44.94,2442.0
16.0,33608.0,32120.821428571428,42.97,10092.0
15.0,86264.0,35585.236363636366,46.14,16642.0
18.0,61971.0,37627.17391304348,35.27,4855.0
17.0,74022.0,42246.166666666664,43.51,41964.0
17.0,39268.0,35939.206896551725,48.04,1427.0
18.0,47858.0,35597.97297297297,44.16,6629.0
16.0,49305.0,70092.60869565218,46.85,3451.0
16.0,69816.0,60757.58620689655,38.5,1760.0
23.0,69727.0,72518.23076923077,47.15,2241.0
5.0,4322.0,107659.5,0.0,1230.0
11.0,41057.0,79607.0625,41.74,1255.0
9.0,64819.0,70535.98113207547,43.47,1297.0
11.0,82057.0,45185.08571428571,42.13,1697.0
16.0,68909.0,41005.36956521739,30.84,930.0
14.0,66153.0,77169.14285714286,24.79,5547.0
10.0,21162.0,96045.88888888889,42.37,679.0
15.0,60650.0,42876.37777777778,60.31,1451.0
13.0,51370.0,58552.44736842105,72.75,1094.0
28.0,9226.0,31536.85714285714,41.75,1933.0
17.0,32872.0,64702.77777777778,32.76,1085.0
10.0,32221.0,100087.96,73.3,392.0
12.0,26718.0,84755.125,56.58,1035.0
2.0,35492.0,83183.48387096774,62.97,970.0
4.0,24540.0,78490.91304347826,39.31,223.0
9.0,38141.0,88669.05882352941,80.13,601.0
5.0,34171.0,80542.72,61.45,4977.0
81.0,61363.0,133295.9024390244,72.24,5854.0
6.0,71180.0,64310.73846153846,45.01,222.0
12.0,74649.0,57845.55737704918,35.03,1208.0
10.0,42031.0,90354.03125,46.32,352.0
6.0,82345.0,60267.811320754714,72.66,144.0
21.0,82736.0,51642.605633802814,56.16,12222.0
16.0,94959.0,54760.03389830508,53.37,4647.0
13.0,68203.0,92088.30645161291,42.95,4310.0
9.0,62788.0,78506.68,51.76,1023.0
31.0,59967.0,84678.72340425532,94.43,7389.0
11.0,51407.0,40087.92592592593,51.37,1439.0
9.0,62557.0,59509.63829787234,41.79,1366.0
18.0,85989.0,64325.333333333336,52.79,2245.0
19.0,61859.0,143231.08771929826,47.4,6773.0
13.0,51653.0,83041.57777777778,49.25,564.0
10.0,40126.0,137000.0303030303,66.06,189.0
16.0,63319.0,83818.55102040817,51.35,550.0
19.0,77871.0,47046.39344262295,16.65,2328.0
19.0,86486.0,58089.367647058825,35.94,1363.0
20.0,73277.0,70766.49206349206,65.08,801.0
18.0,36327.0,103204.89743589744,107.96,884.0
12.0,75425.0,66015.01612903226,53.99,808.0
18.0,39470.0,46717.5,95.09,2452.0
9.0,53140.0,70510.64864864865,46.95,324.0
14.0,94874.0,64148.88333333333,65.74,1806.0
9.0,42273.0,78106.15789473684,28.9,1716.0
18.0,76323.0,75235.328125,52.67,2168.0
14.0,77477.0,70015.62121212122,41.62,5197.0
17.0,33736.0,136902.25806451612,48.16,1145.0
13.0,21575.0,77394.33333333333,11.08,751.0
19.0,73246.0,60004.142857142855,45.75,2276.0
21.0,83951.0,94128.4857142857,76.55,6870.0
24.0,75036.0,62939.32142857143,88.24,6284.0
19.0,97463.0,75830.06451612903,31.92,4289.0
14.0,47027.0,59593.61111111111,43.75,907.0
5.0,46716.0,114047.64864864865,50.42,518.0
10.0,13435.0,42096.42857142857,61.43,1512.0
10.0,51590.0,53591.27777777778,22.26,1059.0
3.0,74069.0,51788.8125,21.56,1365.0
6.0,21410.0,64562.07142857143,17.53,722.0
7.0,36810.0,86053.13793103448,46.49,479.0
2.0,37511.0,73282.22857142857,24.98,583.0
5.0,16785.0,91249.30769230769,42.0,936.0
3.0,28470.0,90942.0,45.51,779.0
4.0,19014.0,108156.26666666666,66.29,619.0
4.0,5648.0,118327.4,29.69,300.0
2.0,33226.0,97608.5,25.22,346.0
4.0,34960.0,82511.6,38.8,406.0
7.0,35611.0,76582.89285714286,59.0,714.0
9.0,111344.0,60611.542372881355,26.28,1586.0
5.0,26783.0,65027.04347826087,86.24,475.0
2.0,23085.0,73432.64705882352,31.47,108.0
9.0,56265.0,66201.63888888889,59.32,1547.0
11.0,93231.0,60864.38181818182,26.18,4111.0
3.0,43278.0,80501.67647058824,72.47,204.0
14.0,72370.0,98009.8275862069,50.51,1260.0
11.0,77825.0,63700.27777777778,40.45,1860.0
5.0,40390.0,81934.33333333333,55.33,962.0
3.0,37464.0,89611.79310344828,76.43,1614.0
13.0,101125.0,79379.91025641025,75.28,1039.0
4.0,21058.0,108996.31578947368,14.03,519.0
3.0,37807.0,87762.52777777778,36.75,224.0
5.0,40347.0,94310.23529411765,50.92,2041.0
6.0,24619.0,93247.40909090909,74.05,982.0
3.0,17066.0,84208.92307692308,15.9,164.0
3.0,22157.0,71449.35294117648,7.58,680.0
8.0,30357.0,81522.1,35.44,733.0
2.0,40220.0,73318.26666666666,26.61,109.0
4.0,51430.0,81231.0,47.42,99.0
6.0,40887.0,91653.09677419355,20.91,835.0
2.0,37463.0,79799.19230769231,32.46,1949.0
4.0,28876.0,96399.95833333333,55.57,1288.0
1.0,29630.0,80662.5,35.33,185.0
5.0,20045.0,106387.27777777778,44.63,944.0
3.0,24476.0,90469.8947368421,25.45,1631.0
2.0,16255.0,79939.46666666666,32.29,243.0
6.0,24018.0,98215.52380952382,59.06,1393.0
7.0,62489.0,77103.19512195123,29.63,643.0
8.0,36558.0,65523.68,30.12,1092.0
5.0,58392.0,77623.56410256411,40.44,893.0
7.0,54583.0,75141.94117647059,25.68,668.0
4.0,20205.0,80756.4375,44.9,779.0
10.0,62765.0,64188.48484848485,23.93,1485.0
10.0,21362.0,58847.3,47.55,1143.0
4.0,12727.0,69190.42857142857,23.67,297.0
5.0,19826.0,101618.0,52.94,1808.0
1094.0,24497.0,114473.8,188.32,54427.0
801.0,64237.0,50335.063829787236,107.54,31334.0
955.0,41607.0,140386.96875,111.16,26504.0
207.0,6278.0,188047.5,336.46,13729.0
148.0,6830.0,175644.0,274.06,4548.0
108.0,3260.0,200156.33333333334,236.56,4473.0
273.0,2149.0,243571.0,85.82,26919.0
445.0,49267.0,74524.23333333334,143.48,11842.0
470.0,25029.0,152838.0588235294,74.96,16030.0
790.0,37793.0,137434.125,162.83,23799.0
657.0,24644.0,116340.9,129.58,16797.0
913.0,14270.0,95838.72727272728,131.86,31300.0
568.0,24160.0,145088.13636363635,118.67,21188.0
825.0,37707.0,143567.0294117647,123.74,23714.0
564.0,11428.0,141507.5,140.91,20592.0
829.0,10184.0,146624.57142857142,186.59,32283.0
862.0,30875.0,118559.14814814815,188.41,70792.0
453.0,30798.0,145093.41666666666,67.57,16604.0
840.0,18458.0,157571.23529411765,74.44,25852.0
469.0,54108.0,142294.1219512195,77.69,37017.0
493.0,46506.0,143730.0606060606,90.73,20590.0
504.0,77550.0,109605.14285714286,78.59,16729.0
182.0,37874.0,73504.95238095238,103.45,7947.0
458.0,51255.0,78803.40625,82.03,16285.0
448.0,42322.0,159464.5625,63.33,13211.0
486.0,59201.0,51005.76315789474,103.55,21109.0
138.0,24836.0,59235.92857142857,92.25,5365.0
255.0,60524.0,59557.8,50.83,13742.0
273.0,54573.0,55634.54838709677,77.71,11673.0
286.0,46702.0,76533.74074074074,30.76,12196.0
211.0,40232.0,65039.083333333336,59.18,8144.0
266.0,33567.0,44390.608695652176,90.81,10874.0
757.0,23894.0,103623.4705882353,234.93,49011.0
111.0,21710.0,61325.066666666666,100.99,6951.0
351.0,18291.0,98528.66666666667,74.35,14734.0
114.0,26295.0,47037.92307692308,103.01,6493.0
204.0,45458.0,54731.0,34.12,7654.0
34.0,11358.0,114597.6,51.41,6817.0
521.0,24553.0,145586.30434782608,100.36,22401.0
23.0,9850.0,124464.0,111.38,1099.0
251.0,11449.0,134961.2,78.11,5541.0
387.0,44589.0,124173.5142857143,71.72,21026.0
34.0,10083.0,192102.75,128.39,1995.0
37.0,1783.0,89107.0,89.74,3261.0
28.0,37321.0,86778.41379310345,82.25,2775.0
4.0,14861.0,86501.81818181818,151.47,413.0
12.0,27604.0,82009.1875,86.75,794.0
10.0,30536.0,79201.77272727272,107.43,2813.0
25.0,37407.0,86598.125,123.67,3789.0
26.0,53623.0,92248.89743589744,130.66,7109.0
9.0,15794.0,108193.5,140.82,1988.0
14.0,27446.0,107681.75,93.89,6333.0
24.0,33011.0,109713.36842105263,170.01,5973.0
9.0,22444.0,88546.85,93.85,412.0
24.0,58347.0,104671.93939393939,178.53,3679.0
43.0,79078.0,96411.17647058824,95.11,6091.0
35.0,38865.0,37728.47826086957,78.11,2397.0
18.0,57045.0,33725.425,55.84,1658.0
15.0,62077.0,38982.61224489796,62.28,10696.0
8.0,28247.0,31837.571428571428,81.95,2615.0
15.0,33608.0,32120.821428571428,105.03,23147.0
18.0,86264.0,35585.236363636366,48.29,22760.0
21.0,61971.0,37627.17391304348,52.9,16079.0
17.0,74022.0,42246.166666666664,59.22,39897.0
14.0,39268.0,35939.206896551725,75.2,1481.0
18.0,47858.0,35597.97297297297,69.64,6766.0
17.0,49305.0,70092.60869565218,75.36,3582.0
17.0,69816.0,60757.58620689655,80.99,1804.0
25.0,69727.0,72518.23076923077,64.3,2293.0
5.0,4322.0,107659.5,70.01,1295.0
11.0,41057.0,79607.0625,113.63,1177.0
9.0,64819.0,70535.98113207547,72.92,1329.0
11.0,82057.0,45185.08571428571,66.63,1775.0
16.0,68909.0,41005.36956521739,59.12,880.0
15.0,66153.0,77169.14285714286,44.07,10842.0
10.0,21162.0,96045.88888888889,70.62,797.0
14.0,60650.0,42876.37777777778,52.96,1374.0
13.0,51370.0,58552.44736842105,91.35,1092.0
28.0,9226.0,31536.85714285714,75.15,1966.0
17.0,32872.0,64702.77777777778,63.18,1088.0
11.0,32221.0,100087.96,105.88,378.0
12.0,26718.0,84755.125,106.51,1121.0
2.0,35492.0,83183.48387096774,80.14,1014.0
4.0,24540.0,78490.91304347826,102.21,286.0
10.0,38141.0,88669.05882352941,66.32,867.0
5.0,34171.0,80542.72,141.6,527.0
79.0,61363.0,133295.9024390244,89.9,5895.0
6.0,71180.0,64310.73846153846,70.93,213.0
12.0,74649.0,57845.55737704918,51.89,1366.0
11.0,42031.0,90354.03125,92.65,387.0
7.0,82345.0,60267.811320754714,113.02,136.0
20.0,82736.0,51642.605633802814,97.72,13439.0
16.0,94959.0,54760.03389830508,64.88,4479.0
15.0,68203.0,92088.30645161291,69.61,4079.0
9.0,62788.0,78506.68,68.51,906.0
32.0,59967.0,84678.72340425532,109.18,8142.0
11.0,51407.0,40087.92592592593,75.71,1376.0
8.0,62557.0,59509.63829787234,80.49,1378.0
19.0,85989.0,64325.333333333336,75.42,2373.0
19.0,61859.0,143231.08771929826,79.0,5919.0
14.0,51653.0,83041.57777777778,122.21,580.0
10.0,40126.0,137000.0303030303,105.21,203.0
16.0,63319.0,83818.55102040817,86.49,527.0
20.0,77871.0,47046.39344262295,42.18,923.0
18.0,86486.0,58089.367647058825,35.94,1381.0
22.0,73277.0,70766.49206349206,147.35,839.0
19.0,36327.0,103204.89743589744,174.4,964.0
11.0,75425.0,66015.01612903226,103.08,750.0
18.0,39470.0,46717.5,166.41,2819.0
9.0,53140.0,70510.64864864865,85.2,282.0
17.0,94874.0,64148.88333333333,83.2,1746.0
10.0,42273.0,78106.15789473684,53.35,1730.0
18.0,76323.0,75235.328125,98.17,2328.0
14.0,77477.0,70015.62121212122,96.75,4800.0
18.0,33736.0,136902.25806451612,58.86,1147.0
12.0,21575.0,77394.33333333333,59.07,798.0
19.0,73246.0,60004.142857142855,88.8,2191.0
21.0,83951.0,94128.4857142857,112.7,6809.0
25.0,75036.0,62939.32142857143,130.44,5876.0
19.0,97463.0,75830.06451612903,72.08,4543.0
13.0,47027.0,59593.61111111111,102.08,836.0
5.0,46716.0,114047.64864864865,130.72,449.0
11.0,13435.0,42096.42857142857,153.58,1569.0
10.0,51590.0,53591.27777777778,44.51,1940.0
3.0,74069.0,51788.8125,35.51,1351.0
6.0,21410.0,64562.07142857143,83.28,746.0
6.0,36810.0,86053.13793103448,82.66,368.0
2.0,37511.0,73282.22857142857,36.09,687.0
5.0,16785.0,91249.30769230769,94.51,1117.0
3.0,28470.0,90942.0,34.13,749.0
4.0,19014.0,108156.26666666666,38.67,590.0
4.0,5648.0,118327.4,29.69,352.0
2.0,33226.0,97608.5,36.43,305.0
4.0,34960.0,82511.6,54.78,441.0
7.0,35611.0,76582.89285714286,68.84,657.0
10.0,111344.0,60611.542372881355,47.11,1706.0
5.0,26783.0,65027.04347826087,127.87,397.0
2.0,23085.0,73432.64705882352,31.47,101.0
9.0,56265.0,66201.63888888889,98.87,1571.0
11.0,93231.0,60864.38181818182,58.92,3846.0
3.0,43278.0,80501.67647058824,74.89,200.0
14.0,72370.0,98009.8275862069,88.4,1239.0
11.0,77825.0,63700.27777777778,61.87,2390.0
4.0,40390.0,81934.33333333333,80.23,897.0
3.0,37464.0,89611.79310344828,79.16,1784.0
13.0,101125.0,79379.91025641025,57.91,1121.0
4.0,21058.0,108996.31578947368,98.23,429.0
3.0,37807.0,87762.52777777778,70.87,202.0
5.0,40347.0,94310.23529411765,90.26,2147.0
6.0,24619.0,93247.40909090909,119.89,999.0
3.0,17066.0,84208.92307692308,111.27,211.0
3.0,22157.0,71449.35294117648,45.47,733.0
8.0,30357.0,81522.1,41.88,818.0
2.0,40220.0,73318.26666666666,58.53,119.0
4.0,51430.0,81231.0,35.05,117.0
5.0,40887.0,91653.09677419355,68.99,792.0
2.0,37463.0,79799.19230769231,84.89,1863.0
4.0,28876.0,96399.95833333333,89.54,1338.0
2.0,29630.0,80662.5,93.13,202.0
4.0,20045.0,106387.27777777778,19.84,1195.0
4.0,24476.0,90469.8947368421,76.36,1825.0
2.0,16255.0,79939.46666666666,21.53,288.0
6.0,24018.0,98215.52380952382,90.15,1294.0
8.0,62489.0,77103.19512195123,57.61,1837.0
8.0,36558.0,65523.68,52.02,1016.0
5.0,58392.0,77623.56410256411,91.37,844.0
7.0,54583.0,75141.94117647059,56.49,620.0
4.0,20205.0,80756.4375,54.88,765.0
10.0,62765.0,64188.48484848485,44.87,1526.0
10.0,21362.0,58847.3,38.04,1277.0
4.0,12727.0,69190.42857142857,15.78,315.0
4.0,19826.0,101618.0,96.25,2014.0
1123.0,24497.0,114473.8,166.59,60053.0
824.0,64237.0,50335.063829787236,148.69,28855.0
977.0,41607.0,140386.96875,170.44,37788.0
215.0,6278.0,188047.5,336.46,12577.0
141.0,6830.0,175644.0,399.67,4357.0
109.0,3260.0,200156.33333333334,236.56,4339.0
289.0,2149.0,243571.0,200.24,26221.0
440.0,49267.0,74524.23333333334,187.22,11619.0
478.0,25029.0,152838.0588235294,101.94,15423.0
802.0,37793.0,137434.125,176.9,23001.0
682.0,24644.0,116340.9,207.32,16573.0
912.0,14270.0,95838.72727272728,124.92,29649.0
579.0,24160.0,145088.13636363635,151.63,20178.0
827.0,37707.0,143567.0294117647,164.99,24178.0
581.0,11428.0,141507.5,128.1,20297.0
829.0,10184.0,146624.57142857142,220.52,31843.0
902.0,30875.0,118559.14814814815,181.52,69925.0
449.0,30798.0,145093.41666666666,80.65,16110.0
826.0,18458.0,157571.23529411765,103.57,26333.0
471.0,54108.0,142294.1219512195,108.44,36722.0
488.0,46506.0,143730.0606060606,66.77,18512.0
524.0,77550.0,109605.14285714286,88.41,16399.0
182.0,37874.0,73504.95238095238,144.84,7862.0
485.0,51255.0,78803.40625,105.69,16439.0
462.0,42322.0,159464.5625,80.22,12750.0
500.0,59201.0,51005.76315789474,118.89,21556.0
134.0,24836.0,59235.92857142857,160.57,5028.0
259.0,60524.0,59557.8,99.96,22395.0
282.0,54573.0,55634.54838709677,76.13,11344.0
295.0,46702.0,76533.74074074074,58.1,11740.0
215.0,40232.0,65039.083333333336,68.65,8479.0
267.0,33567.0,44390.608695652176,124.86,10994.0
765.0,23894.0,103623.4705882353,242.27,47092.0
111.0,21710.0,61325.066666666666,216.42,6808.0
351.0,18291.0,98528.66666666667,109.34,14657.0
115.0,26295.0,47037.92307692308,121.41,6210.0
203.0,45458.0,54731.0,63.69,7348.0
33.0,11358.0,114597.6,128.51,2847.0
524.0,24553.0,145586.30434782608,129.04,21185.0
23.0,9850.0,124464.0,159.12,978.0
253.0,11449.0,134961.2,73.77,5330.0
395.0,44589.0,124173.5142857143,124.66,17220.0
35.0,10083.0,192102.75,139.09,2272.0
37.0,1783.0,89107.0,305.1,3529.0
29.0,37321.0,86778.41379310345,167.07,2651.0
4.0,14861.0,86501.81818181818,151.47,454.0
14.0,27604.0,82009.1875,196.13,812.0
11.0,30536.0,79201.77272727272,128.92,2805.0
25.0,37407.0,86598.125,151.67,3787.0
27.0,53623.0,92248.89743589744,185.58,7393.0
9.0,15794.0,108193.5,154.24,1796.0
16.0,27446.0,107681.75,207.91,6367.0
23.0,33011.0,109713.36842105263,248.94,6023.0
9.0,22444.0,88546.85,226.09,354.0
25.0,58347.0,104671.93939393939,271.9,3711.0
43.0,79078.0,96411.17647058824,167.52,6478.0
37.0,38865.0,37728.47826086957,139.34,2135.0
18.0,57045.0,33725.425,78.44,1389.0
15.0,62077.0,38982.61224489796,96.6,11356.0
10.0,28247.0,31837.571428571428,97.81,10387.0
16.0,33608.0,32120.821428571428,116.96,7275.0
18.0,86264.0,35585.236363636366,85.84,31520.0
20.0,61971.0,37627.17391304348,70.54,46793.0
17.0,74022.0,42246.166666666664,97.9,30229.0
18.0,39268.0,35939.206896551725,100.27,1608.0
18.0,47858.0,35597.97297297297,112.1,5592.0
16.0,49305.0,70092.60869565218,116.09,3582.0
18.0,69816.0,60757.58620689655,134.1,1802.0
25.0,69727.0,72518.23076923077,71.45,2364.0
5.0,4322.0,107659.5,116.68,1317.0
11.0,41057.0,79607.0625,157.69,1255.0
9.0,64819.0,70535.98113207547,113.59,1490.0
11.0,82057.0,45185.08571428571,89.16,1827.0
16.0,68909.0,41005.36956521739,71.97,886.0
15.0,66153.0,77169.14285714286,93.64,4607.0
10.0,21162.0,96045.88888888889,112.99,637.0
15.0,60650.0,42876.37777777778,92.68,1520.0
12.0,51370.0,58552.44736842105,184.4,1147.0
29.0,9226.0,31536.85714285714,75.15,1912.0
19.0,32872.0,64702.77777777778,119.33,1098.0
11.0,32221.0,100087.96,95.02,413.0
12.0,26718.0,84755.125,149.78,1132.0
2.0,35492.0,83183.48387096774,140.25,987.0
4.0,24540.0,78490.91304347826,153.32,282.0
10.0,38141.0,88669.05882352941,171.32,739.0
5.0,34171.0,80542.72,141.6,529.0
81.0,61363.0,133295.9024390244,165.34,6090.0
6.0,71180.0,64310.73846153846,109.12,232.0
12.0,74649.0,57845.55737704918,72.64,1320.0
11.0,42031.0,90354.03125,127.94,339.0
8.0,82345.0,60267.811320754714,128.01,138.0
21.0,82736.0,51642.605633802814,107.83,7216.0
16.0,94959.0,54760.03389830508,109.87,4134.0
16.0,68203.0,92088.30645161291,115.53,3870.0
9.0,62788.0,78506.68,97.43,921.0
32.0,59967.0,84678.72340425532,168.2,6686.0
11.0,51407.0,40087.92592592593,120.32,1326.0
10.0,62557.0,59509.63829787234,142.41,1516.0
19.0,85989.0,64325.333333333336,127.14,2206.0
18.0,61859.0,143231.08771929826,90.49,6970.0
14.0,51653.0,83041.57777777778,156.86,633.0
11.0,40126.0,137000.0303030303,159.04,242.0
14.0,63319.0,83818.55102040817,93.25,578.0
19.0,77871.0,47046.39344262295,44.4,1046.0
17.0,86486.0,58089.367647058825,69.77,1281.0
